Protein Group,Protein ID,Accession,Significance,-10lgP,Intensity Sample 1 : TMT10-126,Intensity Sample 2 : TMT10-126,Intensity Sample 3 : TMT10-126,Intensity Sample 1 : TMT10-127N,Intensity Sample 2 : TMT10-127N,Intensity Sample 3 : TMT10-127N,Intensity Sample 1 : TMT10-127C,Intensity Sample 2 : TMT10-127C,Intensity Sample 3 : TMT10-127C,Intensity Sample 1 : TMT10-128C,Intensity Sample 2 : TMT10-128C,Intensity Sample 3 : TMT10-128C,Intensity Sample 1 : TMT10-129C,Intensity Sample 2 : TMT10-129C,Intensity Sample 3 : TMT10-129C,Intensity Sample 1 : TMT10-130C,Intensity Sample 2 : TMT10-130C,Intensity Sample 3 : TMT10-130C,Intensity Sample 1 : TMT10-131,Intensity Sample 2 : TMT10-131,Intensity Sample 3 : TMT10-131,Ratio Sample 1 : TMT10-126,Ratio Sample 2 : TMT10-126,Ratio Sample 3 : TMT10-126,Ratio Sample 1 : TMT10-127N,Ratio Sample 2 : TMT10-127N,Ratio Sample 3 : TMT10-127N,Ratio Sample 1 : TMT10-127C,Ratio Sample 2 : TMT10-127C,Ratio Sample 3 : TMT10-127C,Ratio Sample 1 : TMT10-128C,Ratio Sample 2 : TMT10-128C,Ratio Sample 3 : TMT10-128C,Ratio Sample 1 : TMT10-129C,Ratio Sample 2 : TMT10-129C,Ratio Sample 3 : TMT10-129C,Ratio Sample 1 : TMT10-130C,Ratio Sample 2 : TMT10-130C,Ratio Sample 3 : TMT10-130C,Ratio Sample 1 : TMT10-131,Ratio Sample 2 : TMT10-131,Ratio Sample 3 : TMT10-131,Intensity Group 1(Sample 1 : TMT10-126; Sample 2 : TMT10-126; Sample 3 : TMT10-126),Intensity Group 2(Sample 1 : TMT10-127N; Sample 2 : TMT10-127N; Sample 3 : TMT10-127N),Intensity Group 3(Sample 1 : TMT10-127C; Sample 2 : TMT10-127C; Sample 3 : TMT10-127C),Intensity Group 4(Sample 1 : TMT10-128C; Sample 2 : TMT10-128C; Sample 3 : TMT10-128C),Intensity Group 5(Sample 1 : TMT10-129C; Sample 2 : TMT10-129C; Sample 3 : TMT10-129C),Intensity Group 6(Sample 1 : TMT10-130C; Sample 2 : TMT10-130C; Sample 3 : TMT10-130C),Intensity Group 7(Sample 1 : TMT10-131; Sample 2 : TMT10-131; Sample 3 : TMT10-131),Ratio Group 1(Sample 1 : TMT10-126; Sample 2 : TMT10-126; Sample 3 : TMT10-126),Ratio Group 2(Sample 1 : TMT10-127N; Sample 2 : TMT10-127N; Sample 3 : TMT10-127N),Ratio Group 3(Sample 1 : TMT10-127C; Sample 2 : TMT10-127C; Sample 3 : TMT10-127C),Ratio Group 4(Sample 1 : TMT10-128C; Sample 2 : TMT10-128C; Sample 3 : TMT10-128C),Ratio Group 5(Sample 1 : TMT10-129C; Sample 2 : TMT10-129C; Sample 3 : TMT10-129C),Ratio Group 6(Sample 1 : TMT10-130C; Sample 2 : TMT10-130C; Sample 3 : TMT10-130C),Ratio Group 7(Sample 1 : TMT10-131; Sample 2 : TMT10-131; Sample 3 : TMT10-131),Coverage (%),#Peptides,#Unique,PTM,Avg. Mass,Description
32,17,P14618,88.19,295.63,2.64E6,3.295E6,2.737E6,7.404E6,7.15E6,7.333E6,9.036E6,1.002E7,9.49E6,1.25E7,1.217E7,1.232E7,7.462E6,7.691E6,7.696E6,6.403E6,9.203E6,7.213E6,1.165E7,1.107E7,1.12E7,1.00,1.25,1.04,2.80,2.71,2.78,3.42,3.79,3.59,4.74,4.61,4.67,2.83,2.91,2.91,2.43,3.49,2.73,4.41,4.19,4.24,8.672E6,2.189E7,2.854E7,3.7E7,2.285E7,2.282E7,3.391E7,1.00,2.52,3.29,4.27,2.63,2.63,3.91,73,133,123,TMT10plex; Carbamidomethylation; Deamidation (NQ); Oxidation (M),57937,Pyruvate kinase PKM OS=Homo sapiens OX=9606 GN=PKM PE=1 SV=4
31,19,P05164,200.00,295.21,4.101E6,4.243E6,3.303E6,2.666E6,2.478E6,1.967E6,5.775E6,5.958E6,4.681E6,4.135E6,3.862E6,3E6,5.889E6,6.042E6,4.947E6,2.583E7,2.832E7,2.284E7,8.48E6,7.962E6,6.297E6,1.00,1.03,0.81,0.65,0.60,0.48,1.41,1.45,1.14,1.01,0.94,0.73,1.44,1.47,1.21,6.30,6.91,5.57,2.07,1.94,1.54,1.165E7,7.111E6,1.641E7,1.1E7,1.688E7,7.699E7,2.274E7,1.00,0.61,1.41,0.94,1.45,6.61,1.95,64,147,128,TMT10plex; Carbamidomethylation; Deamidation (NQ); Oxidation (M),83869,Myeloperoxidase OS=Homo sapiens OX=9606 GN=MPO PE=1 SV=1
80,42,Q01082,86.24,295.15,1.411E6,1.6E6,1.585E6,2.41E6,2.688E6,2.501E6,2.738E6,3.026E6,3.004E6,5.233E6,5.733E6,5.394E6,1.599E6,1.727E6,1.62E6,2.336E6,2.592E6,2.582E6,2.272E6,2.426E6,2.351E6,1.00,1.13,1.12,1.71,1.91,1.77,1.94,2.15,2.13,3.71,4.06,3.82,1.13,1.22,1.15,1.66,1.84,1.83,1.61,1.72,1.67,4.596E6,7.6E6,8.769E6,1.636E7,4.946E6,7.51E6,7.049E6,1.00,1.65,1.91,3.56,1.08,1.63,1.53,57,175,154,TMT10plex; Carbamidomethylation; Deamidation (NQ); Phosphorylation (STY),274608,Spectrin beta chain  non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTBN1 PE=1 SV=2
29,35,P13796,49.63,294.17,4.405E6,3.711E6,3.953E6,7.278E6,5.971E6,6.208E6,9.288E6,7.471E6,7.852E6,1.256E7,9.657E6,1.034E7,1.194E7,9.646E6,9.965E6,1.024E7,8.59E6,9.006E6,7.621E6,6.495E6,6.45E6,1.00,0.84,0.90,1.65,1.36,1.41,2.11,1.70,1.78,2.85,2.19,2.35,2.71,2.19,2.26,2.33,1.95,2.04,1.73,1.47,1.46,1.207E7,1.946E7,2.461E7,3.256E7,3.156E7,2.784E7,2.057E7,1.00,1.61,2.04,2.70,2.61,2.31,1.70,70,134,114,TMT10plex; Carbamidomethylation; Deamidation (NQ); Oxidation (M),70289,Plastin-2 OS=Homo sapiens OX=9606 GN=LCP1 PE=1 SV=6
25,27,P08670,200.00,291.54,5.628E6,6.035E6,6.338E6,2.438E7,2.501E7,2.339E7,1.382E7,1.463E7,1.558E7,1.854E7,1.887E7,1.823E7,2.985E7,3.049E7,2.908E7,9.148E6,9.275E6,1.012E7,7.735E6,8.034E6,7.852E6,1.00,1.07,1.13,4.33,4.44,4.16,2.46,2.60,2.77,3.29,3.35,3.24,5.30,5.42,5.17,1.63,1.65,1.80,1.37,1.43,1.40,1.8E7,7.278E7,4.404E7,5.565E7,8.942E7,2.854E7,2.362E7,1.00,4.04,2.45,3.09,4.97,1.59,1.31,78,154,141,TMT10plex; Carbamidomethylation; Deamidation (NQ); Oxidation (M); Phosphorylation (STY),53652,Vimentin OS=Homo sapiens OX=9606 GN=VIM PE=1 SV=4
79,45,P46940,84.16,290.57,1.388E6,1.309E6,1.237E6,3.26E6,3.049E6,3.112E6,2.721E6,2.718E6,2.761E6,3.588E6,3.241E6,3.453E6,3.891E6,3.78E6,3.878E6,2.794E6,2.775E6,2.754E6,2.882E6,2.755E6,2.696E6,1.00,0.94,0.89,2.35,2.20,2.24,1.96,1.96,1.99,2.59,2.34,2.49,2.80,2.72,2.79,2.01,2.00,1.98,2.08,1.99,1.94,3.934E6,9.42E6,8.2E6,1.028E7,1.155E7,8.323E6,8.334E6,1.00,2.39,2.08,2.61,2.94,2.12,2.12,57,136,124,TMT10plex; Carbamidomethylation; Deamidation (NQ); Oxidation (M),189251,Ras GTPase-activating-like protein IQGAP1 OS=Homo sapiens OX=9606 GN=IQGAP1 PE=1 SV=1
17,30,P11142,46.56,289.43,3.063E6,2.901E6,3.219E6,8.973E6,8.526E6,1.081E7,5.657E6,5.288E6,6.148E6,7.554E6,7.183E6,8.323E6,6.432E6,6.077E6,7.26E6,6.352E6,6.142E6,7.134E6,1.233E7,1.108E7,1.337E7,1.00,0.95,1.05,2.93,2.78,3.53,1.85,1.73,2.01,2.47,2.35,2.72,2.10,1.98,2.37,2.07,2.01,2.33,4.03,3.62,4.37,9.183E6,2.831E7,1.709E7,2.306E7,1.977E7,1.963E7,3.678E7,1.00,3.08,1.86,2.51,2.15,2.14,4.01,55,144,71,TMT10plex; Carbamidomethylation; Deamidation (NQ); Oxidation (M),70898,Heat shock cognate 71 kDa protein OS=Homo sapiens OX=9606 GN=HSPA8 PE=1 SV=1
34,32,P10809,11.81,287.35,6.948E6,6.2E6,1.831E7,1.496E7,1.475E7,1.345E7,9.116E6,8.58E6,1.304E7,1.14E7,1.081E7,1.043E7,9.397E6,9.407E6,8.624E6,8.933E6,8.976E6,8.741E6,1.194E7,1.146E7,9.98E6,1.00,0.89,2.64,2.15,2.12,1.94,1.31,1.23,1.88,1.64,1.56,1.50,1.35,1.35,1.24,1.29,1.29,1.26,1.72,1.65,1.44,3.146E7,4.315E7,3.074E7,3.264E7,2.743E7,2.665E7,3.338E7,1.00,1.37,0.98,1.04,0.87,0.85,1.06,83,132,132,TMT10plex; Carbamidomethylation; Deamidation (NQ); Oxidation (M); Phosphorylation (STY),61055,60 kDa heat shock protein  mitochondrial OS=Homo sapiens OX=9606 GN=HSPD1 PE=1 SV=2
4,452,P68871,200.00,286.76,1.551E8,1.884E8,1.78E8,2.44E6,2.649E6,3.242E6,4.279E7,5.129E7,5.034E7,9.534E6,1.02E7,1.158E7,3.66E6,4.433E6,4.654E6,7.031E6,8.309E6,8.875E6,2.047E6,2.525E6,3.032E6,1.00,1.21,1.15,0.02,0.02,0.02,0.28,0.33,0.32,0.06,0.07,0.07,0.02,0.03,0.03,0.05,0.05,0.06,0.01,0.02,0.02,5.216E8,8.331E6,1.444E8,3.131E7,1.275E7,2.421E7,7.604E6,1.00,0.02,0.28,0.06,0.02,0.05,0.01,86,121,55,TMT10plex; Carbamidomethylation; Deamidation (NQ); Oxidation (M); Phosphorylation (STY),15998,Hemoglobin subunit beta OS=Homo sapiens OX=9606 GN=HBB PE=1 SV=2
44,46,P09874,119.55,286.56,3.343E6,3.156E6,3.293E6,9.032E6,8.193E6,8.312E6,5.785E6,5.317E6,5.494E6,1.849E7,1.67E7,1.702E7,5.123E6,4.699E6,4.712E6,5.483E6,4.853E6,5.09E6,5.975E6,4.973E6,4.984E6,1.00,0.94,0.99,2.70,2.45,2.49,1.73,1.59,1.64,5.53,5.00,5.09,1.53,1.41,1.41,1.64,1.45,1.52,1.79,1.49,1.49,9.792E6,2.554E7,1.66E7,5.221E7,1.453E7,1.543E7,1.593E7,1.00,2.61,1.69,5.33,1.48,1.58,1.63,66,140,140,TMT10plex; Carbamidomethylation; Deamidation (NQ); Oxidation (M),113084,Poly [ADP-ribose] polymerase 1 OS=Homo sapiens OX=9606 GN=PARP1 PE=1 SV=4
54,105,P27797,20.03,285.45,2.173E6,1.672E6,2.68E6,9.545E6,7.051E6,1.097E7,8.565E6,6.554E6,9.802E6,1.07E7,7.861E6,1.215E7,7.091E6,5.394E6,8.29E6,1.391E7,1.065E7,1.611E7,1.525E7,1.242E7,2.086E7,1.00,0.77,1.23,4.39,3.25,5.05,3.94,3.02,4.51,4.92,3.62,5.59,3.26,2.48,3.82,6.40,4.90,7.41,7.02,5.71,9.60,6.524E6,2.757E7,2.492E7,3.071E7,2.077E7,4.068E7,4.852E7,1.00,4.23,3.82,4.71,3.18,6.23,7.44,86,83,83,TMT10plex; Carbamidomethylation; Deamidation (NQ); Oxidation (M),48142,Calreticulin OS=Homo sapiens OX=9606 GN=CALR PE=1 SV=1
70,108,P13010,39.34,285.25,1.818E6,2.653E6,2.113E6,4.734E6,4.098E6,4.974E6,3.93E6,3.968E6,4.539E6,6.969E6,6.037E6,7.19E6,3.311E6,3.033E6,3.618E6,3.791E6,3.588E6,4.449E6,3.092E6,2.869E6,3.096E6,1.00,1.46,1.16,2.60,2.25,2.74,2.16,2.18,2.50,3.83,3.32,3.95,1.82,1.67,1.99,2.08,1.97,2.45,1.70,1.58,1.70,6.584E6,1.381E7,1.244E7,2.02E7,9.962E6,1.183E7,9.057E6,1.00,2.10,1.89,3.07,1.51,1.80,1.38,78,127,127,TMT10plex; Carbamidomethylation; Deamidation (NQ); Oxidation (M); Phosphorylation (STY),82705,X-ray repair cross-complementing protein 5 OS=Homo sapiens OX=9606 GN=XRCC5 PE=1 SV=3
61,37,O43707,37.26,284.40,1.107E6,9.25E5,1.032E6,4.276E6,3.496E6,3.699E6,2.453E6,2.081E6,2.408E6,4.042E6,3.314E6,3.549E6,2.602E6,2.178E6,2.36E6,2.763E6,2.35E6,2.679E6,3.048E6,2.548E6,2.475E6,1.00,0.84,0.93,3.86,3.16,3.34,2.22,1.88,2.18,3.65,2.99,3.21,2.35,1.97,2.13,2.50,2.12,2.42,2.75,2.30,2.24,3.064E6,1.147E7,6.942E6,1.09E7,7.141E6,7.792E6,8.071E6,1.00,3.74,2.27,3.56,2.33,2.54,2.63,53,120,79,TMT10plex; Carbamidomethylation; Deamidation (NQ); Oxidation (M); Phosphorylation (STY),104854,Alpha-actinin-4 OS=Homo sapiens OX=9606 GN=ACTN4 PE=1 SV=2
8,25,P04406,77.66,283.20,1.125E7,1.084E7,9.787E6,3.487E7,3.645E7,2.726E7,2.826E7,2.767E7,2.421E7,4.459E7,4.739E7,3.568E7,1.887E7,1.854E7,1.657E7,3.345E7,3.214E7,2.874E7,3.187E7,3.403E7,2.515E7,1.00,0.96,0.87,3.10,3.24,2.42,2.51,2.46,2.15,3.96,4.21,3.17,1.68,1.65,1.47,2.97,2.86,2.55,2.83,3.02,2.24,3.188E7,9.859E7,8.014E7,1.277E8,5.397E7,9.432E7,9.105E7,1.00,3.09,2.51,4.00,1.69,2.96,2.86,89,122,121,TMT10plex; Carbamidomethylation; Deamidation (NQ); Oxidation (M),36053,Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens OX=9606 GN=GAPDH PE=1 SV=3
110,50,O75643,24.43,282.57,1.034E6,1.21E6,1.051E6,2.989E6,2.692E6,2.349E6,2.041E6,2.082E6,1.936E6,3.992E6,3.638E6,3.213E6,2.342E6,2.278E6,2.013E6,2.233E6,2.372E6,2.176E6,3.013E6,2.635E6,2.253E6,1.00,1.17,1.02,2.89,2.60,2.27,1.97,2.01,1.87,3.86,3.52,3.11,2.27,2.20,1.95,2.16,2.29,2.11,2.92,2.55,2.18,3.295E6,8.029E6,6.059E6,1.084E7,6.634E6,6.781E6,7.902E6,1.00,2.44,1.84,3.29,2.01,2.06,2.40,53,132,131,TMT10plex; Carbamidomethylation; Deamidation (NQ); Oxidation (M); Phosphorylation (STY),244505,U5 small nuclear ribonucleoprotein 200 kDa helicase OS=Homo sapiens OX=9606 GN=SNRNP200 PE=1 SV=2
84,131,Q14697,50.38,282.22,1.453E6,1.295E6,1.414E6,3.65E6,2.979E6,3.507E6,3.199E6,2.691E6,3.076E6,4.147E6,3.389E6,3.972E6,3.075E6,2.675E6,3.074E6,3.862E6,3.487E6,3.725E6,3.088E6,2.556E6,3.273E6,1.00,0.89,0.97,2.51,2.05,2.41,2.20,1.85,2.12,2.85,2.33,2.73,2.12,1.84,2.12,2.66,2.40,2.56,2.12,1.76,2.25,4.162E6,1.014E7,8.966E6,1.151E7,8.825E6,1.107E7,8.917E6,1.00,2.44,2.15,2.77,2.12,2.66,2.14,70,109,109,TMT10plex; Carbamidomethylation; Deamidation (NQ); Oxidation (M),106874,Neutral alpha-glucosidase AB OS=Homo sapiens OX=9606 GN=GANAB PE=1 SV=3
126,74,Q14980,66.87,282.21,1.058E6,1.136E6,1.416E6,1.876E6,2.153E6,2.715E6,1.73E6,1.878E6,2.501E6,3.437E6,3.682E6,4.699E6,1.226E6,1.422E6,1.831E6,1.751E6,2.001E6,2.633E6,1.747E6,1.821E6,2.496E6,1.00,1.07,1.34,1.77,2.03,2.57,1.64,1.77,2.36,3.25,3.48,4.44,1.16,1.34,1.73,1.65,1.89,2.49,1.65,1.72,2.36,3.61E6,6.744E6,6.109E6,1.182E7,4.479E6,6.384E6,6.065E6,1.00,1.87,1.69,3.27,1.24,1.77,1.68,49,124,119,TMT10plex; Carbamidomethylation; Deamidation (NQ); Phosphorylation (STY),238257,Nuclear mitotic apparatus protein 1 OS=Homo sapiens OX=9606 GN=NUMA1 PE=1 SV=2
67,34,P22314,23.66,281.40,2.409E6,2.287E6,2.222E6,4.183E6,5.005E6,4.845E6,3.535E6,4.19E6,3.983E6,5.939E6,6.931E6,6.671E6,3.581E6,4.356E6,4.133E6,3.522E6,4.352E6,4.012E6,3.418E6,3.807E6,3.419E6,1.00,0.95,0.92,1.74,2.08,2.01,1.47,1.74,1.65,2.47,2.88,2.77,1.49,1.81,1.72,1.46,1.81,1.67,1.42,1.58,1.42,6.918E6,1.403E7,1.171E7,1.954E7,1.207E7,1.189E7,1.064E7,1.00,2.03,1.69,2.82,1.74,1.72,1.54,76,133,129,TMT10plex; Carbamidomethylation; Deamidation (NQ); Oxidation (M); Phosphorylation (STY),117849,Ubiquitin-like modifier-activating enzyme 1 OS=Homo sapiens OX=9606 GN=UBA1 PE=1 SV=3
114,104,P26599,28.64,280.82,1.152E6,1.394E6,1.21E6,3.01E6,3.176E6,3.456E6,2.218E6,2.549E6,2.386E6,3.567E6,3.844E6,4.058E6,2.247E6,2.559E6,2.51E6,2.461E6,2.828E6,2.61E6,1.581E6,1.822E6,1.862E6,1.00,1.21,1.05,2.61,2.76,3.00,1.93,2.21,2.07,3.10,3.34,3.52,1.95,2.22,2.18,2.14,2.45,2.27,1.37,1.58,1.62,3.755E6,9.643E6,7.153E6,1.147E7,7.315E6,7.899E6,5.266E6,1.00,2.57,1.90,3.05,1.95,2.10,1.40,72,91,78,TMT10plex; Carbamidomethylation; Deamidation (NQ),57221,Polypyrimidine tract-binding protein 1 OS=Homo sapiens OX=9606 GN=PTBP1 PE=1 SV=1
144,52,Q6P2Q9,32.10,280.75,1.017E6,9.466E5,8.351E5,2.589E6,1.975E6,1.707E6,1.879E6,1.676E6,1.437E6,3.333E6,2.634E6,2.207E6,2.21E6,1.831E6,1.533E6,2.208E6,1.963E6,1.653E6,2.66E6,1.997E6,1.765E6,1.00,0.93,0.82,2.55,1.94,1.68,1.85,1.65,1.41,3.28,2.59,2.17,2.17,1.80,1.51,2.17,1.93,1.63,2.62,1.96,1.74,2.798E6,6.271E6,4.992E6,8.174E6,5.574E6,5.825E6,6.423E6,1.00,2.24,1.78,2.92,1.99,2.08,2.30,44,114,113,TMT10plex; Carbamidomethylation; Deamidation (NQ); Oxidation (M),273599,Pre-mRNA-processing-splicing factor 8 OS=Homo sapiens OX=9606 GN=PRPF8 PE=1 SV=2
132,24,P42704,49.11,280.74,1.291E6,1.121E6,1.192E6,3.622E6,2.923E6,3.031E6,1.944E6,1.657E6,1.809E6,3.076E6,2.323E6,2.508E6,2.88E6,2.403E6,2.573E6,2.618E6,2.089E6,2.347E6,4.745E6,3.912E6,4.116E6,1.00,0.87,0.92,2.81,2.26,2.35,1.51,1.28,1.40,2.38,1.80,1.94,2.23,1.86,1.99,2.03,1.62,1.82,3.68,3.03,3.19,3.605E6,9.576E6,5.41E6,7.907E6,7.855E6,7.054E6,1.277E7,1.00,2.66,1.50,2.19,2.18,1.96,3.54,59,109,107,TMT10plex; Carbamidomethylation; Deamidation (NQ),157904,Leucine-rich PPR motif-containing protein  mitochondrial OS=Homo sapiens OX=9606 GN=LRPPRC PE=1 SV=3
82,368,Q32P51,153.52,279.06,1.991E4,1.294E4,6.496E3,8.972E4,6.087E4,4.208E4,4.804E4,2.727E4,2.12E4,8.878E4,5.761E4,3.305E4,6.002E4,3.919E4,3.114E4,5.501E4,3.458E4,2.772E4,8.596E4,5.396E4,3.724E4,1.00,0.65,0.33,4.51,3.06,2.11,2.41,1.37,1.07,4.46,2.89,1.66,3.01,1.97,1.56,2.76,1.74,1.39,4.32,2.71,1.87,3.934E4,1.927E5,9.651E4,1.794E5,1.303E5,1.173E5,1.772E5,1.00,4.90,2.45,4.56,3.31,2.98,4.50,14,56,4,TMT10plex; Deamidation (NQ); Oxidation (M),34225,Heterogeneous nuclear ribonucleoprotein A1-like 2 OS=Homo sapiens OX=9606 GN=HNRNPA1L2 PE=2 SV=2
93,133,Q12906,33.24,278.92,1.377E6,1.081E6,1.322E6,3.568E6,2.547E6,3.457E6,2.527E6,1.946E6,2.575E6,4.363E6,3.071E6,4.212E6,2.581E6,1.933E6,2.619E6,2.946E6,2.128E6,2.768E6,3.155E6,2.276E6,2.718E6,1.00,0.78,0.96,2.59,1.85,2.51,1.84,1.41,1.87,3.17,2.23,3.06,1.87,1.40,1.90,2.14,1.54,2.01,2.29,1.65,1.97,3.78E6,9.571E6,7.048E6,1.165E7,7.133E6,7.842E6,8.148E6,1.00,2.53,1.86,3.08,1.89,2.07,2.16,54,89,81,TMT10plex; Carbamidomethylation; Deamidation (NQ); Oxidation (M); Phosphorylation (STY),95339,Interleukin enhancer-binding factor 3 OS=Homo sapiens OX=9606 GN=ILF3 PE=1 SV=3
66,28,P06576,31.48,278.74,2.842E6,2.573E6,2.305E6,7.433E6,6.013E6,6.493E6,4.447E6,3.541E6,3.884E6,9.146E6,7.404E6,7.921E6,5.464E6,4.53E6,5.024E6,5.853E6,4.711E6,5.269E6,4.965E6,3.93E6,4.207E6,1.00,0.91,0.81,2.62,2.12,2.28,1.56,1.25,1.37,3.22,2.61,2.79,1.92,1.59,1.77,2.06,1.66,1.85,1.75,1.38,1.48,7.72E6,1.994E7,1.187E7,2.447E7,1.502E7,1.583E7,1.31E7,1.00,2.58,1.54,3.17,1.95,2.05,1.70,73,104,104,TMT10plex; Deamidation (NQ); Oxidation (M),56560,ATP synthase subunit beta  mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1B PE=1 SV=3
41,125,P26038,16.04,277.48,3.997E6,3.635E6,3.406E6,8.595E6,9.025E6,9.089E6,6.625E6,6.995E6,6.836E6,7.998E6,8.398E6,8.252E6,5.103E6,5.419E6,5.31E6,6.365E6,6.834E6,6.672E6,6.163E6,6.534E6,6.011E6,1.00,0.91,0.85,2.15,2.26,2.27,1.66,1.75,1.71,2.00,2.10,2.06,1.28,1.36,1.33,1.59,1.71,1.67,1.54,1.63,1.50,1.104E7,2.671E7,2.046E7,2.465E7,1.583E7,1.987E7,1.871E7,1.00,2.42,1.85,2.23,1.43,1.80,1.69,58,107,75,TMT10plex; Carbamidomethylation; Deamidation (NQ); Oxidation (M),67820,Moesin OS=Homo sapiens OX=9606 GN=MSN PE=1 SV=3
194,91,P49321,37.20,277.07,4.673E5,6.634E5,5.517E5,1.609E6,1.852E6,1.963E6,1.336E6,1.585E6,1.622E6,1.644E6,1.972E6,2E6,1.031E6,1.239E6,1.252E6,1.103E6,1.322E6,1.313E6,1.684E6,2.186E6,2.282E6,1.00,1.42,1.18,3.44,3.96,4.20,2.86,3.39,3.47,3.52,4.22,4.28,2.21,2.65,2.68,2.36,2.83,2.81,3.60,4.68,4.88,1.682E6,5.425E6,4.544E6,5.616E6,3.522E6,3.738E6,6.152E6,1.00,3.22,2.70,3.34,2.09,2.22,3.66,67,64,63,TMT10plex; Carbamidomethylation; Deamidation (NQ); Phosphorylation (STY),85238,Nuclear autoantigenic sperm protein OS=Homo sapiens OX=9606 GN=NASP PE=1 SV=2
75,31,P14866,27.60,276.69,1.559E6,2.078E6,1.744E6,3.766E6,5.096E6,3.991E6,2.832E6,4.246E6,3.339E6,4.805E6,6.379E6,5.002E6,2.617E6,3.544E6,2.944E6,3.239E6,4.648E6,3.86E6,3.017E6,3.451E6,2.895E6,1.00,1.33,1.12,2.42,3.27,2.56,1.82,2.72,2.14,3.08,4.09,3.21,1.68,2.27,1.89,2.08,2.98,2.48,1.93,2.21,1.86,5.381E6,1.285E7,1.042E7,1.619E7,9.106E6,1.175E7,9.362E6,1.00,2.39,1.94,3.01,1.69,2.18,1.74,77,85,84,TMT10plex; Carbamidomethylation; Deamidation (NQ); Oxidation (M),64133,Heterogeneous nuclear ribonucleoprotein L OS=Homo sapiens OX=9606 GN=HNRNPL PE=1 SV=2
39,54,P00558,35.23,276.57,4.118E6,4.094E6,3.896E6,1.023E7,8.979E6,8.884E6,6.747E6,6.655E6,6.296E6,1.482E7,1.29E7,1.305E7,8.147E6,7.643E6,7.441E6,9.181E6,9.017E6,8.373E6,8.984E6,7.845E6,8.091E6,1.00,0.99,0.95,2.49,2.18,2.16,1.64,1.62,1.53,3.60,3.13,3.17,1.98,1.86,1.81,2.23,2.19,2.03,2.18,1.91,1.96,1.211E7,2.81E7,1.97E7,4.077E7,2.323E7,2.657E7,2.492E7,1.00,2.32,1.63,3.37,1.92,2.19,2.06,76,121,84,TMT10plex; Carbamidomethylation; Deamidation (NQ); Oxidation (M); Phosphorylation (STY),44615,Phosphoglycerate kinase 1 OS=Homo sapiens OX=9606 GN=PGK1 PE=1 SV=3
46,86,P04075,96.21,275.66,2.971E6,2.765E6,3.274E6,3.862E6,3.838E6,4.283E6,5.949E6,5.692E6,6.295E6,8.247E6,8.138E6,8.482E6,8.05E6,7.598E6,8.364E6,7.075E6,6.657E6,7.733E6,9.056E6,9.327E6,9.597E6,1.00,0.93,1.10,1.30,1.29,1.44,2.00,1.92,2.12,2.78,2.74,2.85,2.71,2.56,2.81,2.38,2.24,2.60,3.05,3.14,3.23,9.011E6,1.198E7,1.794E7,2.487E7,2.401E7,2.147E7,2.798E7,1.00,1.33,1.99,2.76,2.66,2.38,3.11,75,96,69,TMT10plex; Carbamidomethylation; Deamidation (NQ); Oxidation (M),39420,Fructose-bisphosphate aldolase A OS=Homo sapiens OX=9606 GN=ALDOA PE=1 SV=2
42,36,P52272,25.39,275.49,6.469E6,7.023E6,6.069E6,1.3E7,1.254E7,1.433E7,8.896E6,9.372E6,1.051E7,1.458E7,1.424E7,1.637E7,9.132E6,9.339E6,1.015E7,1.051E7,1.12E7,1.168E7,9.511E6,9.209E6,1.013E7,1.00,1.09,0.94,2.01,1.94,2.22,1.38,1.45,1.62,2.25,2.20,2.53,1.41,1.44,1.57,1.62,1.73,1.81,1.47,1.42,1.57,1.956E7,3.988E7,2.877E7,4.519E7,2.862E7,3.339E7,2.885E7,1.00,2.04,1.47,2.31,1.46,1.71,1.47,80,104,101,TMT10plex; Carbamidomethylation; Deamidation (NQ); Oxidation (M),77516,Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens OX=9606 GN=HNRNPM PE=1 SV=3
139,220,Q9UPN3,11.27,275.38,6.38E5,9.694E5,6.743E5,1.474E6,1.605E6,1.667E6,9.05E5,1.118E6,1.023E6,1.499E6,1.69E6,1.703E6,1.036E6,1.063E6,9.878E5,1.045E6,1.149E6,1.174E6,8.645E5,9.202E5,9.903E5,1.00,1.52,1.06,2.31,2.51,2.61,1.42,1.75,1.60,2.35,2.65,2.67,1.62,1.67,1.55,1.64,1.80,1.84,1.36,1.44,1.55,2.282E6,4.746E6,3.046E6,4.892E6,3.087E6,3.368E6,2.775E6,1.00,2.08,1.34,2.14,1.35,1.48,1.22,26,181,168,TMT10plex; Carbamidomethylation; Deamidation (NQ); Oxidation (M); Phosphorylation (STY),838323,Microtubule-actin cross-linking factor 1  isoforms 1/2/3/5 OS=Homo sapiens OX=9606 GN=MACF1 PE=1 SV=4
